row_id,position,department,seniority
648,Geschäftsführer / CEO&COO,Other,6.0
649,Geschäftsführer - PLAZAMEDIA Austria GmbH,Business Development,5.0
650,Delegierter des Verwaltungsrats - PLAZAMEDIA Swiss AG,Other,5.0
651,Leiter Technische Koordination/Herstellung,Other,4.0
652,Leiter Produktionsplanung,Purchasing,4.0
653,Produktionsmanager,Other,5.0
654,Projektleiter / Mediengestalter / Kameramann,Project Management,4.0
655,Customer Executive & Member of Management Northern Europe,Customer Support,5.0
656,Strategic Advisor - CEO Office Energy Systems,Consulting,2.0
657,SVP / Business Development Director & Member of Management North America,Business Development,6.0
658,"VP / Business Development & Member of Management - Denmark, Sweden, Poland",Business Development,5.0
659,VP / Regional Manager Sales - Northern & Eastern Europe,Sales,6.0
660,Head of Training Academy - Northern & Eastern Europe,Human Resources,6.0
661,VP / Regional Manager - Operations Northern Europe & UK,Other,6.0
662,District Manager - DACH Region,Sales,5.0
663,Station Manager,Other,5.0
664,Marine Surveyor & Damage Expert,Other,2.0
665,Marine Engineer,Other,2.0
666,Ship Mechanic / Bosun / Trainee,Other,1.0
667,Senior Software Engineer at LIZ Smart Office GmbH,Information Technology,3.0
668,Software Engineer,Information Technology,2.0
669,Frontend Developer,Information Technology,2.0
670,Programmierer,Information Technology,2.0
671,Praktikant Web-Entwicklung,Information Technology,1.0
672,"Industry Segment Manager, Glass",Other,5.0
673,Senior Business Development Manager,Business Development,4.0
674,Sales Marketing Manager,Marketing,5.0
675,Product Manager,Marketing,5.0
676,Sales Marketing Manager,Marketing,5.0
677,Projektmanager M&A,Project Management,4.0
678,Werkstudent Corporate M&A,Business Development,1.0
679,Associate,Other,2.0
680,Recruitment Consultant,Human Resources,2.0
681,CEO,Other,6.0
682,Geschäftsführender Gesellschafter,Other,5.0
683,CEO,Other,6.0
684,Corporate Communications & Marketing Services Senior Manager,Marketing,5.0
685,Corporate & Marketing Communications Director,Marketing,6.0
686,Corporate Communications Manager,Marketing,5.0
687,Corporate Communications Manager,Marketing,5.0
688,B2B Marcoms & Product Manager LFP,Marketing,4.0
689,Communications Consultant,Consulting,2.0
690,Marketing Assistant,Marketing,1.0
691,International Clinical Project Manager,Project Management,4.0
692,Project Manager Associate,Project Management,1.0
693,Postdoctoral Fellow,Other,1.0
694,Diploma Thesis,Other,1.0
695,2nd Internship,Other,1.0
696,1st Internship,Other,1.0
697,Leiter Inhouse Logistik,Other,4.0
698,Planungsleiter,Project Management,4.0
699,Technology Lead Germany - Global Partner Solutions,Information Technology,4.0
700,Manager Strategy & Innovation Team,Business Development,5.0
701,Chief Architect Microsft Services Deutschland,Information Technology,6.0
702,Industry Architect - Communications Industry,Information Technology,3.0
703,Architect for Network Service Provider Solutions,Information Technology,3.0
704,Software Developer and Architect - Spacecraft Mission Control Software,Information Technology,3.0
705,Director of Sales and Marketing,Sales,6.0
706,Vertriebsingenieur Außendienst Automotive,Sales,2.0
707,Vertriebsingenieur Außendienst T&M,Sales,2.0
708,Vertriebsinnendienst,Sales,1.0
709,Vertriebsmitarbeiter,Sales,2.0
710,Customer Success Manager,Customer Support,3.0
711,Project Manager,Project Management,4.0
712,Off Premise Manager,Marketing,5.0
713,Trade Marketing Manager,Marketing,5.0
714,Trade Marketing Manager,Marketing,5.0
715,Marketing Assistant,Marketing,1.0
716,Head Currency Solutions,Sales,4.0
717,Currency Overlay Manager,Other,5.0
718,Head Currency Solutions,Other,4.0
719,Board Member,Other,5.0
720,Senior Fixed Income Portfolio Manager,Other,3.0
721,Senior Fixed Income Portfolio Manager,Other,3.0
722,Fixed Income Portfolio Manager (Trainee Program),Other,1.0
723,Financial & Economic Journalist,Other,2.0
724,SVP Sales & Accounts,Sales,6.0
725,acting Vice President Consulting Services,Consulting,6.0
726,Director Consulting Services,Consulting,6.0
727,CEO and Owner,Business Development,6.0
728,Director Product Development,Business Development,6.0
729,Director of Global Demand & Integration,Business Development,6.0
730,Director of Product Marketing,Marketing,6.0
731,Director Operations,Other,6.0
732,General Manager BU PolyLED,Other,5.0
733,Progression to General Manager Philips Components,Other,5.0
734,Managing Director,Other,6.0
735,Creative director,Marketing,6.0
736,Construction site leader,Project Management,4.0
737,Director,Other,6.0
738,Director,Other,6.0
739,Data Manager,Information Technology,3.0
740,Research Staff Member,Other,2.0
741,Research Assistant,Other,1.0
742,Vice President - Supplier Enablement CoE,Purchasing,6.0
743,Vice President - US Commercial Pricing,Sales,6.0
744,Director - US Commercial Pricing Strategy,Sales,6.0
745,Pricing Strategy Manager - Global Corporate Payments,Business Development,5.0
746,"Senior Financial Analyst, Global Corporate Payments",Other,3.0
747,Senior Financial Analyst - Decision Support & Analytics,Consulting,3.0
748,Intern - Financial Analyst,Consulting,1.0
749,Heimleiterin,Other,5.0
750,Chief Executive Officer,Other,6.0
751,Board Member,Other,5.0
752,Advisory Board Member,Other,3.0
753,Deputy Director General and Director of Policy,Other,6.0
754,Assistant Director General and Director of Policy,Other,6.0
755,"Director, Policy",Other,6.0
756,Director of Technical and Regulatory Affairs,Other,6.0
757,Trustee,Other,1.0
758,Senior Manager,Other,5.0
759,Inhaber und Geschäftsführer,Business Development,5.0
760,Senior Manager,Other,5.0
761,Manager,Other,5.0
762,Senior Consultant,Consulting,3.0
763,Consultant,Consulting,2.0
764,Master Thesis Student,Other,1.0
765,IT Manager,Information Technology,5.0
766,Working Student,Other,1.0
767,Working Student,Other,1.0
768,Director of Education,Human Resources,6.0
769,Head of Education Programs,Human Resources,4.0
770,Museum Programs Manager,Other,5.0
771,Museum Programs Assistant,Administrative,1.0
772,Senior Lecturer,Other,3.0
773,Summer Camp Instructor,Other,1.0
774,Education Fellow,Other,1.0
775,Content Consultant,Consulting,2.0
776,Aftercare Program Teacher,Other,1.0
777,"Museum Resource Specialist, Kindergarten Assistant",Other,1.0
778,Research Assistant,Other,1.0
779,"Peer Instructor, Honors First Year Seminar",Other,1.0
780,Conservation Educator,Other,1.0
781,Public Programs Intern,Other,1.0
782,Environmental Education and Animal Behavior Intern,Other,1.0
783,Gerente Comercial,Sales,5.0
784,Gerente Comercial,Sales,5.0
785,Operations Director München,Other,6.0
786,Kfm. Verwaltungsleiter,Administrative,5.0
787,Assistent Redaktionsverwaltung,Administrative,1.0
788,Praktikant,Administrative,1.0
789,Designer,Marketing,2.0
790,Art Dealer,Sales,2.0
791,Artificial Intelligence Pioneer,Information Technology,2.0
792,Gerente de RR.HH Mexico,Human Resources,5.0
793,HR People Operations Comp&Ben Lead,Human Resources,4.0
794,"Employee Relations, Comp & Benefits",Human Resources,2.0
795,BP Talento y Cultura,Human Resources,2.0
796,General Manager,Other,5.0
797,HR Head (Generalist),Human Resources,5.0
798,HR Head (Generalist),Human Resources,5.0
799,Supervisor de Recursos Humanos,Human Resources,4.0
800,Coordinador de Recursos Humanos Supply,Human Resources,2.0
801,Especialista Desarrollo Organizacional,Human Resources,2.0
802,Business Development & Key Account Manager,Business Development,3.0
803,Global Key Account Manager,Sales,5.0
804,Key Account Manager,Sales,3.0
805,Sales Engineer,Sales,2.0
806,Leiter Endkontrolle und Fertigungssteuerung Endkontrolle/Endfertigung,Other,4.0
807,Lehrerin,Other,1.0
808,CEO,Other,6.0
809,Quality Coordinator,Other,2.0
810,Betriebsratsvorsitzender,Human Resources,2.0
811,"Pensionskundechef / Account Executive - Global Employee Benefits, Corporate Pension",Sales,4.0
812,Account Executive,Sales,2.0
813,Customer supporter - Life & Pension,Customer Support,1.0
814,Student Assistant,Administrative,1.0
815,Bachelor of Financial Management and Services - Internship,Administrative,1.0
816,AML Analyst,Consulting,1.0
817,Sales Consultant,Sales,2.0
818,Principal Advisor,Consulting,3.0
819,Senior Economist,Other,3.0
820,Economist,Other,2.0
821,Visiting Scholar,Other,1.0
822,Antonveneta Research Fellow,Other,1.0
823,Teaching Assistant,Administrative,1.0
824,Research Assistant,Other,1.0
825,Researcher and Country Expert,Other,2.0
826,Trainee,Other,1.0
827,Assistant Economist,Administrative,1.0
828,Assistant Economist,Administrative,1.0
829,Intern,Other,1.0
830,Trainee,Other,1.0
831,Senior Manager,Other,5.0
832,Manager,Other,5.0
833,Manager,Other,5.0
834,Senior Consultant,Consulting,3.0
835,Senior Management Consultant,Consulting,3.0
836,Strategic Management Specialist,Project Management,3.0
837,Quality Assurance Suppliers (Intern),Purchasing,1.0
838,Human Resources (Intern),Human Resources,1.0
839,Geschäftsführender Gesellschafter,Business Development,5.0
840,Founder & CEO Investments,Business Development,6.0
841,Geschäftsführer,Other,6.0
842,Geschäftsführender Gesellschafter,Business Development,5.0
843,Geschäftsführender Gesellschafter,Business Development,5.0
844,Geschäftsführender Gesellschafter,Business Development,5.0
845,Gesellschafterin,Other,1.0
846,Geschäftsführender Gesellschafter,Business Development,5.0
847,Inhaber,Other,5.0
848,Sales Director EMEA,Sales,6.0
849,Global Segment Director Mobility,Other,6.0
850,Manager Business Development Europe,Business Development,5.0
851,Global Marketing Manager Automotive,Marketing,5.0
852,Manager Advanced Material & Process Group Europe,Other,5.0
853,Material Engineering (Deputy Manager),Other,5.0
854,Material Engineering,Other,2.0
855,Process Engineering (Teamleader),Other,4.0
856,Advanced Engineering,Other,3.0
857,Geschäftsführender Gesellschafter,Business Development,5.0
858,Leiter Operatives Geschäft,Business Development,5.0
859,Teamleiter Operations,Other,4.0
860,Serviceleiter Team,Customer Support,4.0
861,Head of Service Operations /Turbocharging,Customer Support,4.0
862,Order Processor,Administrative,1.0
863,Verkaufsleiter,Sales,4.0
864,Gebietsverantwortlicher Niedersachsen Süd / Ost,Sales,2.0
865,Verkaufsleiter,Sales,4.0
866,Außendienst Vertrieb,Sales,2.0
867,Vertrieb,Sales,1.0
868,Chief Executive Officer,Other,6.0
869,Head of Fulfillment System and LEAN,Project Management,4.0
870,Head of Business Development Strategy,Business Development,6.0
871,Product Management,Project Management,5.0
872,Business Consultant,Consulting,2.0
873,Working Student Management Consulting,Consulting,1.0
874,Internship Cooperation Management,Project Management,1.0
875,Internship Crossmedia Marketing,Marketing,1.0
876,Senior Program Manager,Project Management,3.0
877,"Vice President, Capital Construction",Project Management,6.0
878,"General Manager, Capital Construction",Project Management,5.0
879,"Manager, Construction Oversight",Project Management,5.0
880,Independent Advisor to Founders and Funds,Consulting,2.0
881,"Chairman, CEO & Founding Partner",Other,6.0
882,"Managing Partner, Venture Partner",Business Development,6.0
883,"Member of the Board, Vice Chairman",Other,6.0
884,"Managing Partner, Senior Advisor",Consulting,5.0
885,"Managing Director & Founder RCKT, SVP Global Communications",Business Development,6.0
886,BILD Chief Editorial Staff,Other,5.0
887,"Digital Coordinator, Spokesperson, Trainee",Marketing,1.0
888,Working Student,Other,1.0
889,Coordinador integral servicios generales,Administrative,2.0
890,CST,Customer Support,1.0
891,Site Security Manager,Other,5.0
892,Site Security Manager,Other,5.0
893,Sub-contractor/Consultant,Consulting,2.0
894,R&D group manager,Other,5.0
895,Research Associate and Project Manager,Project Management,2.0
896,Deputy Head of Business Unit Active Microoptical Devices and Systems (AMS),Business Development,5.0
897,Research Associate,Other,1.0
898,Research Associate,Other,1.0
899,Trainee,Other,1.0
900,Precision Engineer,Other,2.0
901,Klinischer Psychologe,Other,2.0
902,Klinischer Psychologe,Other,2.0
903,Bartender,Other,1.0
904,Salgskonsulent,Sales,2.0
905,Pædagogassistent,Administrative,1.0
906,Software Developer,Information Technology,2.0
907,Intern,Other,1.0
908,Software Developer,Information Technology,1.0
909,COO (Geschäftsführende Gesellschafterin),Other,6.0
910,ada Fellow,Other,1.0
911,Principal,Other,3.0
912,"Beraterin, Trainerin, Coach für Sondersituationen, Veränderungen und Perspektiven",Consulting,2.0
913,Seniorpartnerin,Other,3.0
914,Personalberaterin,Human Resources,2.0
915,Geschäftsführender Gesellschafter,Business Development,6.0
916,Geschäftsführer,Other,5.0
917,Projektleiter,Project Management,4.0
918,Geschäftsführer,Business Development,5.0
919,Expat Jumbo Operator,Other,1.0
920,Jumbo Operator - offshore,Other,1.0
921,Bogger relief jumbo operator,Other,1.0
922,jumbo operator,Other,1.0
923,Development bogger operator,Other,1.0
924,Development bogger op,Information Technology,1.0
925,Tele remote Bogger operator,Other,1.0
926,Jumbo Operator,Other,1.0
927,All rounder,Other,1.0
928,Geschäftsführer,Other,5.0
929,Retired,Other,1.0
930,CEO; Shareholder,Other,6.0
931,Software Engineer,Information Technology,2.0
932,Vice President; Shareholder,Other,6.0
933,Vice President; Shareholder,Other,6.0
934,IT Consultant,Information Technology,2.0
935,System Engineer,Information Technology,3.0
936,Software Engineer,Information Technology,2.0
937,Application Specialist,Information Technology,2.0
938,Doctoral candidate in pharmaceutical chemistry,Other,1.0
939,porject manager,Project Management,2.0
940,"Head Public and Governmental Affairs, Pricing and Reimbursement",Other,4.0
941,Executive Director / Head of UN Advocacy,Other,6.0
942,Research Associate,Other,2.0
943,Member of the National Board,Other,5.0
944,Project V&V Manager,Project Management,5.0
945,Validation and Test Engineer,Information Technology,2.0
946,ERTMS T&C Leader,Project Management,4.0
947,ERTMS T&C Engineer,Information Technology,2.0
948,Quality Control Engineer,Other,2.0
949,Maintenance Engineer,Other,2.0
950,Rechtsanwalt | Counsel,Other,2.0
951,Head of Dispute Resolution | Rechtsanwalt,Other,5.0
952,Rechtsanwalt | Assoziierter Partner,Other,2.0
953,Managing Director - Dispute Resolution | Rechtsanwalt,Other,6.0
954,Rechtsanwalt | Counsel,Other,2.0
955,Rechtsanwalt | Assoziierter Partner,Other,2.0
956,Rechtsanwalt,Other,2.0
957,Rechtsanwalt,Other,2.0
958,Repetitor (Zivilrecht),Other,1.0
959,Indigenous Counsellor & Case Manager - Niiwin Wendaanimak,Other,2.0
960,Art Therapist and Registered Psychotherapist,Other,2.0
961,Newcomer Program Facilitator - Indigenous Arts,Human Resources,1.0
962,Student Art Therapist,Other,1.0
963,Arts Instructor,Other,1.0
964,Bauleiter,Project Management,4.0
965,Amministrazione,Administrative,1.0
966,Ispettore di primo livello,Other,1.0
967,Marketing Junior Consultant,Marketing,1.0
968,Head of Customer Sales Service & Sales Controlling,Sales,5.0
969,Customer Service Sales Representative,Customer Support,2.0
970,Customer Service Sales Representative,Customer Support,2.0
971,Customer Service Sales Representative,Customer Support,2.0
972,gerant,Other,2.0
973,Engineering Manager,Information Technology,5.0
974,R&D Manager,Other,5.0
975,Engineering Manager,Information Technology,5.0
976,"Development Engineer, later: Team Lead",Information Technology,4.0
977,Scientific Associate (Diploma Thesis),Other,1.0
978,Referatsleiter,Other,5.0
979,Retired but still active and interested in Optics Development and Metrology,Other,1.0
980,Manager Interferometry and Software Development,Information Technology,5.0
981,"Manager Metrology, Software Development, Electronic Development and Optical Design",Information Technology,5.0
982,Manager Metrology and Software Development,Information Technology,5.0
983,General Manager Business Unit Industrial Solutions,Business Development,5.0
984,Manager Product Development Systems,Business Development,5.0
985,Managing Director,Other,6.0
986,Head of Business Division Industrial Manufacturing,Business Development,6.0
987,Head of Mathematics Office (Mathematisches Büro) (Optical Design Department),Other,4.0
988,Sales Consultant - Business Application,Sales,2.0
989,Presales Consultant,Sales,2.0
990,Project Consultant,Consulting,2.0
991,Junior Consultant,Consulting,1.0
992,Working Student,Other,1.0
993,Senior Technical Consultant,Consulting,3.0
994,Technical Consultant,Consulting,2.0
995,Sales Engineer,Sales,2.0
996,Application Engineer,Information Technology,3.0
997,Application Engineer,Information Technology,3.0
998,Research Internship,Other,1.0
999,Scientific Assistant,Other,1.0
